event_id,event_time,repository,language,stars_added,forks_added,contributors,topic,event_type,company_id,company,region,issue_count,watchers_added,release_flag,trend_score,popularity_growth_pct,volatility_metric,innovation_score,adoption_score,risk_indicator,ai_summary
GIT-327301,2025-04-15T00:00:00,agentforge/ai-agents-ops,Python,273,143,19,AI Agents,discussion,CMP-031,AgentForge,Asia,4,61,False,50.49,2.94,8.3,84.49,74.1,low,"Analysts note that ai agents usage patterns on Apr 15, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327302,2025-04-16T00:00:00,agentforge/ai-agents-sdk,Python,298,136,13,AI Agents,discussion,CMP-031,AgentForge,Asia,10,49,False,50.66,-0.11,7.77,84.09,75.22,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327303,2025-04-16T00:00:00,agentforge/automation-starter,TypeScript,125,0,14,Automation,push,CMP-031,AgentForge,Asia,9,23,False,50.66,-0.11,7.77,84.09,75.22,low,"Analysts note that automation usage patterns on Apr 16, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327304,2025-04-17T00:00:00,agentforge/ai-agents-platform,Python,302,25,12,AI Agents,pull_request,CMP-031,AgentForge,Asia,7,87,False,49.52,-1.57,7.21,82.3,72.26,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327305,2025-04-17T00:00:00,agentforge/ai-agents-platform,Python,198,47,15,AI Agents,pull_request,CMP-031,AgentForge,Asia,7,54,False,49.52,-1.57,7.21,82.3,72.26,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327306,2025-04-18T00:00:00,agentforge/enterprise-ai-ops,Python,155,145,5,Enterprise AI,issue,CMP-031,AgentForge,Asia,13,21,False,49.39,-0.17,6.62,85.29,74.86,low,"Analysts note that enterprise ai usage patterns on Apr 18, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327307,2025-04-18T00:00:00,agentforge/ai-agents-benchmark,Python,325,62,18,AI Agents,pull_request,CMP-031,AgentForge,Asia,7,87,False,49.39,-0.17,6.62,85.29,74.86,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327308,2025-04-22T00:00:00,agentforge/automation-benchmark,TypeScript,116,7,10,Automation,pull_request,CMP-031,AgentForge,Asia,8,0,False,52.58,5.98,9.2,83.64,74.36,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327309,2025-04-22T00:00:00,agentforge/ai-agents-ops,Python,174,100,12,AI Agents,push,CMP-031,AgentForge,Asia,8,39,False,52.58,5.98,9.2,83.64,74.36,low,"Analysts note that ai agents usage patterns on Apr 22, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327310,2025-04-22T00:00:00,agentforge/ai-agents-ops,Python,242,45,12,AI Agents,issue,CMP-031,AgentForge,Asia,3,62,False,52.58,5.98,9.2,83.64,74.36,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327311,2025-04-22T00:00:00,agentforge/automation-starter,TypeScript,247,106,14,Automation,push,CMP-031,AgentForge,Asia,8,52,False,52.58,5.98,9.2,83.64,74.36,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327312,2025-04-28T00:00:00,agentforge/enterprise-ai-ops,Python,77,0,8,Enterprise AI,push,CMP-031,AgentForge,Asia,12,7,False,49.09,-0.32,8.43,84.14,76.43,low,"Analysts note that enterprise ai usage patterns on Apr 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327313,2025-04-28T00:00:00,agentforge/automation-sdk,TypeScript,79,65,8,Automation,discussion,CMP-031,AgentForge,Asia,8,0,False,49.09,-0.32,8.43,84.14,76.43,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327314,2025-04-28T00:00:00,agentforge/ai-agents-benchmark,Python,320,120,16,AI Agents,push,CMP-031,AgentForge,Asia,12,50,False,49.09,-0.32,8.43,84.14,76.43,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327315,2025-04-28T00:00:00,agentforge/ai-agents-platform,Python,257,29,15,AI Agents,issue,CMP-031,AgentForge,Asia,7,49,False,49.09,-0.32,8.43,84.14,76.43,low,"Analysts note that ai agents usage patterns on Apr 28, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327316,2025-04-29T00:00:00,agentforge/ai-agents-benchmark,Python,367,155,16,AI Agents,push,CMP-031,AgentForge,Asia,8,93,False,51.26,4.24,7.44,82.49,74.63,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327317,2025-04-29T00:00:00,agentforge/ai-agents-starter,Python,250,63,19,AI Agents,push,CMP-031,AgentForge,Asia,10,36,False,51.26,4.24,7.44,82.49,74.63,low,"Analysts note that ai agents usage patterns on Apr 29, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327318,2025-04-29T00:00:00,agentforge/enterprise-ai-benchmark,Python,81,118,8,Enterprise AI,release,CMP-031,AgentForge,Asia,7,26,True,51.26,4.24,7.44,82.49,74.63,low,"Analysts note that enterprise ai usage patterns on Apr 29, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327319,2025-04-29T00:00:00,agentforge/automation-ops,TypeScript,0,15,10,Automation,pull_request,CMP-031,AgentForge,Asia,13,0,False,51.26,4.24,7.44,82.49,74.63,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327320,2025-04-30T00:00:00,agentforge/enterprise-ai-ops,Python,192,126,13,Enterprise AI,push,CMP-031,AgentForge,Asia,9,37,False,52.03,1.86,6.75,80.55,73.38,low,"Analysts note that enterprise ai usage patterns on Apr 30, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327321,2025-04-30T00:00:00,agentforge/ai-agents-sdk,Python,145,72,20,AI Agents,issue,CMP-031,AgentForge,Asia,5,50,False,52.03,1.86,6.75,80.55,73.38,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327322,2025-04-30T00:00:00,agentforge/ai-agents-starter,Python,297,135,11,AI Agents,push,CMP-031,AgentForge,Asia,9,55,False,52.03,1.86,6.75,80.55,73.38,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327323,2025-04-30T00:00:00,agentforge/ai-agents-benchmark,Python,267,104,12,AI Agents,pull_request,CMP-031,AgentForge,Asia,7,44,False,52.03,1.86,6.75,80.55,73.38,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327324,2025-05-02T00:00:00,agentforge/ai-agents-platform,Python,369,119,21,AI Agents,pull_request,CMP-031,AgentForge,Asia,7,82,False,48.47,-4.3,8.4,83.37,76.19,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327325,2025-05-02T00:00:00,agentforge/enterprise-ai-starter,Python,156,59,12,Enterprise AI,pull_request,CMP-031,AgentForge,Asia,8,46,False,48.47,-4.3,8.4,83.37,76.19,low,"Analysts note that enterprise ai usage patterns on May 02, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327326,2025-05-05T00:00:00,agentforge/ai-agents-starter,Python,305,140,20,AI Agents,push,CMP-031,AgentForge,Asia,5,79,False,50.08,0.9,6.33,81.5,75.31,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327327,2025-05-05T00:00:00,agentforge/automation-sdk,TypeScript,257,39,10,Automation,push,CMP-031,AgentForge,Asia,8,59,False,50.08,0.9,6.33,81.5,75.31,low,"Analysts note that automation usage patterns on May 05, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327328,2025-05-05T00:00:00,agentforge/ai-agents-platform,Python,277,91,18,AI Agents,push,CMP-031,AgentForge,Asia,5,68,False,50.08,0.9,6.33,81.5,75.31,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327329,2025-05-05T00:00:00,agentforge/enterprise-ai-benchmark,Python,261,143,16,Enterprise AI,push,CMP-031,AgentForge,Asia,6,55,False,50.08,0.9,6.33,81.5,75.31,low,"Developers are comparing tooling choices around enterprise ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327330,2025-05-05T00:00:00,agentforge/ai-agents-ops,Python,165,146,13,AI Agents,push,CMP-031,AgentForge,Asia,8,41,False,50.08,0.9,6.33,81.5,75.31,low,"Analysts note that ai agents usage patterns on May 05, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327331,2025-05-05T00:00:00,agentforge/enterprise-ai-starter,Python,177,68,15,Enterprise AI,issue,CMP-031,AgentForge,Asia,10,55,False,50.08,0.9,6.33,81.5,75.31,low,"Developers are comparing tooling choices around enterprise ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327332,2025-05-06T00:00:00,agentforge/ai-agents-sdk,Python,399,139,15,AI Agents,push,CMP-031,AgentForge,Asia,12,116,False,51.77,3.45,8.3,86.65,70.19,low,"Analysts note that ai agents usage patterns on May 06, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327333,2025-05-06T00:00:00,agentforge/ai-agents-sdk,Python,348,102,10,AI Agents,push,CMP-031,AgentForge,Asia,7,40,False,51.77,3.45,8.3,86.65,70.19,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327334,2025-05-06T00:00:00,agentforge/enterprise-ai-platform,Python,195,84,7,Enterprise AI,push,CMP-031,AgentForge,Asia,12,58,False,51.77,3.45,8.3,86.65,70.19,low,"Analysts note that enterprise ai usage patterns on May 06, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327335,2025-05-06T00:00:00,agentforge/ai-agents-benchmark,Python,222,114,16,AI Agents,push,CMP-031,AgentForge,Asia,13,59,False,51.77,3.45,8.3,86.65,70.19,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327336,2025-05-07T00:00:00,agentforge/automation-sdk,TypeScript,119,73,7,Automation,pull_request,CMP-031,AgentForge,Asia,7,53,False,52.79,2.06,7.61,82.82,74.48,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327337,2025-05-07T00:00:00,agentforge/ai-agents-ops,Python,378,159,12,AI Agents,push,CMP-031,AgentForge,Asia,8,90,False,52.79,2.06,7.61,82.82,74.48,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327338,2025-05-08T00:00:00,agentforge/automation-starter,TypeScript,125,40,11,Automation,issue,CMP-031,AgentForge,Asia,7,19,False,51.28,-2.58,7.06,83.37,76.42,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327339,2025-05-08T00:00:00,agentforge/ai-agents-ops,Python,225,159,15,AI Agents,push,CMP-031,AgentForge,Asia,8,38,False,51.28,-2.58,7.06,83.37,76.42,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327340,2025-05-10T00:00:00,agentforge/ai-agents-platform,Python,415,193,17,AI Agents,discussion,CMP-031,AgentForge,Asia,7,90,False,48.35,-2.75,7.48,82.0,75.2,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327341,2025-05-10T00:00:00,agentforge/automation-starter,TypeScript,196,108,16,Automation,release,CMP-031,AgentForge,Asia,10,37,True,48.35,-2.75,7.48,82.0,75.2,low,"Analysts note that automation usage patterns on May 10, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327342,2025-05-11T00:00:00,agentforge/ai-agents-platform,Python,183,60,14,AI Agents,release,CMP-031,AgentForge,Asia,10,44,True,50.01,3.29,7.85,82.23,74.15,low,"Analysts note that ai agents usage patterns on May 11, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327343,2025-05-11T00:00:00,agentforge/enterprise-ai-platform,Python,173,55,15,Enterprise AI,push,CMP-031,AgentForge,Asia,11,56,False,50.01,3.29,7.85,82.23,74.15,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327344,2025-05-12T00:00:00,agentforge/ai-agents-ops,Python,159,122,17,AI Agents,push,CMP-031,AgentForge,Asia,12,34,False,50.99,1.48,7.19,83.44,72.1,low,"Analysts note that ai agents usage patterns on May 12, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327345,2025-05-12T00:00:00,agentforge/automation-ops,TypeScript,69,16,12,Automation,push,CMP-031,AgentForge,Asia,7,9,False,50.99,1.48,7.19,83.44,72.1,low,"AgentForge teams are discussing how automation is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327346,2025-05-15T00:00:00,agentforge/automation-ops,TypeScript,344,170,10,Automation,issue,CMP-031,AgentForge,Asia,9,68,False,51.2,-3.1,8.69,83.66,72.81,low,"Developers are comparing tooling choices around automation as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327347,2025-05-15T00:00:00,agentforge/ai-agents-sdk,Python,297,84,10,AI Agents,pull_request,CMP-031,AgentForge,Asia,4,78,False,51.2,-3.1,8.69,83.66,72.81,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327348,2025-05-19T00:00:00,agentforge/ai-agents-benchmark,Python,214,53,17,AI Agents,pull_request,CMP-031,AgentForge,Asia,8,47,False,52.92,1.44,8.03,83.24,72.98,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327349,2025-05-19T00:00:00,agentforge/automation-sdk,TypeScript,26,0,8,Automation,push,CMP-031,AgentForge,Asia,10,0,False,52.92,1.44,8.03,83.24,72.98,low,"Developers are comparing tooling choices around automation as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327350,2025-05-19T00:00:00,agentforge/ai-agents-starter,Python,196,114,21,AI Agents,release,CMP-031,AgentForge,Asia,10,38,True,52.92,1.44,8.03,83.24,72.98,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327351,2025-05-19T00:00:00,agentforge/ai-agents-platform,Python,219,90,10,AI Agents,push,CMP-031,AgentForge,Asia,9,48,False,52.92,1.44,8.03,83.24,72.98,low,"Analysts note that ai agents usage patterns on May 19, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327352,2025-05-20T00:00:00,agentforge/enterprise-ai-benchmark,Python,94,44,6,Enterprise AI,issue,CMP-031,AgentForge,Asia,14,14,False,55.09,4.64,8.62,82.54,73.82,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327353,2025-05-20T00:00:00,agentforge/ai-agents-ops,Python,315,125,16,AI Agents,issue,CMP-031,AgentForge,Asia,12,63,False,55.09,4.64,8.62,82.54,73.82,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327354,2025-05-21T00:00:00,agentforge/enterprise-ai-benchmark,Python,125,25,10,Enterprise AI,release,CMP-031,AgentForge,Asia,6,28,True,54.32,-0.91,8.14,84.42,76.51,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327355,2025-05-21T00:00:00,agentforge/ai-agents-sdk,Python,374,144,14,AI Agents,release,CMP-031,AgentForge,Asia,6,88,True,54.32,-0.91,8.14,84.42,76.51,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327356,2025-05-21T00:00:00,agentforge/ai-agents-starter,Python,221,55,22,AI Agents,release,CMP-031,AgentForge,Asia,11,77,True,54.32,-0.91,8.14,84.42,76.51,low,"Analysts note that ai agents usage patterns on May 21, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327357,2025-05-21T00:00:00,agentforge/ai-agents-benchmark,Python,288,108,16,AI Agents,push,CMP-031,AgentForge,Asia,13,57,False,54.32,-0.91,8.14,84.42,76.51,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327358,2025-05-23T00:00:00,agentforge/ai-agents-benchmark,Python,209,97,20,AI Agents,push,CMP-031,AgentForge,Asia,5,50,False,52.84,-3.6,6.99,81.43,78.29,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327359,2025-05-23T00:00:00,agentforge/ai-agents-ops,Python,206,43,15,AI Agents,push,CMP-031,AgentForge,Asia,4,37,False,52.84,-3.6,6.99,81.43,78.29,low,"Analysts note that ai agents usage patterns on May 23, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327360,2025-05-25T00:00:00,agentforge/ai-agents-benchmark,Python,261,129,15,AI Agents,push,CMP-031,AgentForge,Asia,9,62,False,54.84,6.36,8.11,83.16,72.79,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327361,2025-05-25T00:00:00,agentforge/ai-agents-ops,Python,365,68,20,AI Agents,push,CMP-031,AgentForge,Asia,8,63,False,54.84,6.36,8.11,83.16,72.79,low,"Analysts note that ai agents usage patterns on May 25, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327362,2025-05-25T00:00:00,agentforge/ai-agents-ops,Python,287,120,24,AI Agents,pull_request,CMP-031,AgentForge,Asia,12,52,False,54.84,6.36,8.11,83.16,72.79,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327363,2025-05-25T00:00:00,agentforge/ai-agents-starter,Python,340,68,13,AI Agents,push,CMP-031,AgentForge,Asia,7,67,False,54.84,6.36,8.11,83.16,72.79,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327364,2025-05-26T00:00:00,agentforge/ai-agents-benchmark,Python,403,167,11,AI Agents,issue,CMP-031,AgentForge,Asia,15,90,False,54.58,-1.11,8.04,83.4,71.04,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327365,2025-05-26T00:00:00,agentforge/automation-benchmark,TypeScript,0,36,9,Automation,push,CMP-031,AgentForge,Asia,8,8,False,54.58,-1.11,8.04,83.4,71.04,low,"Developers are comparing tooling choices around automation as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327366,2025-05-29T00:00:00,agentforge/ai-agents-platform,Python,247,29,14,AI Agents,push,CMP-031,AgentForge,Asia,11,48,False,57.15,-1.68,9.04,85.83,76.67,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327367,2025-05-29T00:00:00,agentforge/ai-agents-platform,Python,327,125,14,AI Agents,issue,CMP-031,AgentForge,Asia,12,74,False,57.15,-1.68,9.04,85.83,76.67,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327368,2025-05-31T00:00:00,agentforge/enterprise-ai-starter,Python,134,39,8,Enterprise AI,push,CMP-031,AgentForge,Asia,11,33,False,55.05,-6.09,9.79,86.01,76.16,low,"Developers are comparing tooling choices around enterprise ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327369,2025-05-31T00:00:00,agentforge/ai-agents-platform,Python,343,112,15,AI Agents,release,CMP-031,AgentForge,Asia,9,68,True,55.05,-6.09,9.79,86.01,76.16,low,"Analysts note that ai agents usage patterns on May 31, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327370,2025-05-31T00:00:00,agentforge/enterprise-ai-benchmark,Python,148,33,13,Enterprise AI,pull_request,CMP-031,AgentForge,Asia,7,11,False,55.05,-6.09,9.79,86.01,76.16,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327371,2025-05-31T00:00:00,agentforge/automation-ops,TypeScript,21,0,11,Automation,pull_request,CMP-031,AgentForge,Asia,8,9,False,55.05,-6.09,9.79,86.01,76.16,low,"Analysts note that automation usage patterns on May 31, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327372,2025-05-31T00:00:00,agentforge/ai-agents-platform,Python,166,71,16,AI Agents,push,CMP-031,AgentForge,Asia,12,50,False,55.05,-6.09,9.79,86.01,76.16,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327373,2025-05-31T00:00:00,agentforge/ai-agents-starter,Python,376,144,14,AI Agents,pull_request,CMP-031,AgentForge,Asia,17,89,False,55.05,-6.09,9.79,86.01,76.16,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327374,2025-06-01T00:00:00,agentforge/ai-agents-sdk,Python,353,113,12,AI Agents,pull_request,CMP-031,AgentForge,Asia,11,76,False,57.56,5.3,8.66,83.75,77.81,low,"Analysts note that ai agents usage patterns on Jun 01, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327375,2025-06-01T00:00:00,agentforge/enterprise-ai-benchmark,Python,33,40,6,Enterprise AI,push,CMP-031,AgentForge,Asia,5,0,False,57.56,5.3,8.66,83.75,77.81,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327376,2025-06-02T00:00:00,agentforge/enterprise-ai-platform,Python,188,124,15,Enterprise AI,push,CMP-031,AgentForge,Asia,11,60,False,57.91,0.94,7.43,85.19,77.84,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327377,2025-06-02T00:00:00,agentforge/ai-agents-sdk,Python,119,21,12,AI Agents,push,CMP-031,AgentForge,Asia,4,1,False,57.91,0.94,7.43,85.19,77.84,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327378,2025-06-04T00:00:00,agentforge/enterprise-ai-starter,Python,155,0,8,Enterprise AI,push,CMP-031,AgentForge,Asia,5,36,False,60.12,-2.28,7.63,87.12,72.83,low,"AgentForge teams are discussing how enterprise ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327379,2025-06-04T00:00:00,agentforge/ai-agents-starter,Python,348,129,17,AI Agents,push,CMP-031,AgentForge,Asia,10,80,False,60.12,-2.28,7.63,87.12,72.83,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327380,2025-06-06T00:00:00,agentforge/ai-agents-platform,Python,331,169,16,AI Agents,pull_request,CMP-031,AgentForge,Asia,11,66,False,56.08,-2.43,8.42,82.09,77.08,low,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
GIT-327381,2025-06-06T00:00:00,agentforge/automation-sdk,TypeScript,50,43,18,Automation,pull_request,CMP-031,AgentForge,Asia,8,8,False,56.08,-2.43,8.42,82.09,77.08,low,"Developers are comparing tooling choices around automation as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption."
